Orcaflex Simulation of 15 MW floating offshore wind turbine;;;;;;
;;;;;;
Time;Wind speed;Sea surface;Mooring force;Tilt;Nac. acc.;Tower mom.
(s);(m/s);(m);(kN);(deg.);(m/s2);(kNm)
732.7;45.17;-2.32;4023.96;-4.02;0.77;-208671.33
732.8;45.79;-2.24;3993.7;-4.02;0.78;-207774.21
732.9;46.36;-2.15;3964.68;-4.03;0.79;-208881.75
733;46.83;-2.05;3936.69;-4.04;0.79;-213679.89
733.1;47.19;-1.94;3909.64;-4.05;0.78;-218914.86
733.2;47.41;-1.81;3883.76;-4.07;0.76;-224772.11
733.3;47.47;-1.67;3859.54;-4.08;0.74;-230930.85
733.4;47.38;-1.52;3837.5;-4.09;0.72;-237079.53
733.5;47.14;-1.36;3817.92;-4.11;0.7;-242994.52
733.6;46.75;-1.18;3800.77;-4.12;0.67;-248509.27
733.7;46.24;-0.99;3785.75;-4.14;0.64;-253430.67
733.8;45.62;-0.8;3772.54;-4.15;0.62;-257393.42
733.9;44.93;-0.59;3760.96;-4.17;0.59;-260242.57
734;44.2;-0.37;3751.02;-4.19;0.57;-261998
734.1;43.46;-0.15;3742.8;-4.2;0.55;-262797.37
734.2;42.75;0.07;3736.52;-4.22;0.54;-262824.28
734.3;42.1;0.29;3732.48;-4.24;0.53;-262560.38
734.4;41.53;0.51;3731.04;-4.26;0.52;-262442.35
734.5;41.07;0.73;3732.49;-4.28;0.51;-262542.36
734.6;40.73;0.94;3736.88;-4.29;0.5;-262904.67
734.7;40.53;1.14;3744.01;-4.31;0.49;-263681.63
734.8;40.47;1.34;3753.48;-4.33;0.48;-265129.37
734.9;40.55;1.52;3765.01;-4.35;0.48;-267315.47
735;40.74;1.7;3778.53;-4.36;0.47;-270042.39
735.1;41.04;1.87;3794.19;-4.38;0.46;-273372.1
735.2;41.42;2.03;3812.25;-4.4;0.46;-277924.56
735.3;41.86;2.18;3832.97;-4.42;0.45;-283665.34
735.4;42.33;2.32;3856.53;-4.43;0.43;-290511.95
735.5;42.79;2.46;3883.02;-4.45;0.42;-298409.57
735.6;43.22;2.59;3912.35;-4.46;0.39;-307290.07
735.7;43.6;2.72;3944.27;-4.48;0.37;-317044.95
735.8;43.9;2.84;3978.39;-4.49;0.34;-327241.19
735.9;44.12;2.94;4014.34;-4.51;0.31;-337680.76
736;44.22;3.04;4051.82;-4.52;0.27;-349194.93
736.1;44.23;3.13;4090.78;-4.54;0.23;-361603.46
736.2;44.12;3.2;4131.36;-4.55;0.19;-374807.17
736.3;43.92;3.25;4173.71;-4.56;0.13;-389890.13
736.4;43.64;3.29;4217.89;-4.57;0.07;-404510.2
736.5;43.29;3.31;4263.79;-4.59;0.01;-419606.69
736.6;42.89;3.31;4311.17;-4.6;-0.05;-435116.11
736.7;42.46;3.3;4359.65;-4.61;-0.11;-450885.43
736.8;42.03;3.26;4408.82;-4.62;-0.18;-466772.92
736.9;41.62;3.21;4458.31;-4.62;-0.24;-483068.84
737;41.24;3.15;4507.83;-4.63;-0.31;-499332.11
737.1;40.91;3.08;4557.26;-4.64;-0.37;-515057.84
737.2;40.64;3;4606.68;-4.64;-0.43;-530319.18
737.3;40.43;2.92;4656.26;-4.64;-0.49;-545075.17
737.4;40.29;2.83;4706.13;-4.65;-0.54;-559149.73
737.5;40.2;2.75;4756.28;-4.65;-0.6;-572508.43
737.6;40.17;2.68;4806.48;-4.65;-0.64;-585342.71
737.7;40.18;2.61;4856.39;-4.65;-0.69;-597925.38
737.8;40.21;2.55;4905.62;-4.64;-0.74;-610404.08
737.9;40.24;2.5;4953.83;-4.64;-0.78;-622644.61
738;40.27;2.46;5000.82;-4.63;-0.82;-634549.24
738.1;40.27;2.42;5046.55;-4.62;-0.87;-646040.39
738.2;40.23;2.39;5091.1;-4.61;-0.91;-656969.88
738.3;40.15;2.36;5134.67;-4.6;-0.94;-667193.84
738.4;40;2.34;5177.44;-4.58;-0.98;-676542.13
738.5;39.8;2.31;5219.48;-4.57;-1.01;-684658.82
738.6;39.55;2.28;5260.65;-4.55;-1.04;-691664.6
738.7;39.25;2.25;5300.68;-4.53;-1.07;-697529.53
738.8;38.91;2.21;5339.17;-4.51;-1.09;-702336.22
738.9;38.56;2.17;5375.79;-4.48;-1.11;-706111.49
739;38.22;2.13;5410.35;-4.46;-1.13;-708894.34
739.1;37.9;2.09;5442.82;-4.43;-1.14;-710621.63
739.2;37.63;2.05;5473.3;-4.4;-1.15;-711268.25
739.3;37.43;2.01;5501.95;-4.37;-1.15;-710834.8
739.4;37.33;1.97;5528.9;-4.34;-1.15;-709317.47
739.5;37.34;1.93;5554.19;-4.3;-1.14;-706745.62
739.6;37.48;1.89;5577.69;-4.26;-1.13;-703280.83
739.7;37.75;1.85;5599.11;-4.23;-1.11;-699131.13
739.8;38.17;1.8;5618.11;-4.19;-1.09;-694704.04
739.9;38.73;1.75;5634.33;-4.15;-1.07;-689874
740;39.43;1.68;5647.58;-4.1;-1.04;-684567.83
740.1;40.25;1.61;5657.85;-4.06;-1.01;-678820.8
740.2;41.18;1.52;5665.29;-4.02;-0.97;-672730.1
740.3;42.2;1.42;5670.09;-3.97;-0.94;-666374.07
740.4;43.28;1.3;5672.42;-3.93;-0.9;-659832.55
740.5;44.4;1.17;5672.32;-3.88;-0.86;-653205.98
740.6;45.53;1.02;5669.68;-3.83;-0.81;-646604.49
740.7;46.64;0.86;5664.29;-3.78;-0.77;-640151.82
740.8;47.7;0.69;5655.85;-3.74;-0.74;-633981.84
740.9;48.69;0.51;5644.15;-3.69;-0.7;-627187.44
741;49.59;0.34;5629.08;-3.64;-0.65;-618719.36
741.1;50.36;0.16;5610.73;-3.59;-0.61;-608608.04
741.2;51;0;5589.36;-3.54;-0.56;-596881.82
741.3;51.5;-0.17;5565.29;-3.5;-0.51;-583641.76
741.4;51.83;-0.32;5538.81;-3.45;-0.46;-569341.4
741.5;52.01;-0.46;5510.09;-3.4;-0.4;-553090.18
741.6;52.02;-0.6;5479.17;-3.35;-0.35;-535156.1
741.7;51.87;-0.73;5445.94;-3.3;-0.29;-516018.33
741.8;51.57;-0.85;5410.26;-3.26;-0.24;-495931.14
741.9;51.12;-0.98;5372.01;-3.21;-0.18;-475150.77
742;50.55;-1.1;5331.29;-3.16;-0.13;-453706.9
742.1;49.87;-1.23;5288.39;-3.12;-0.07;-431179.9
742.2;49.09;-1.36;5243.78;-3.07;-0.02;-408374.79
742.3;48.24;-1.51;5197.97;-3.03;0.03;-386819.84
742.4;47.34;-1.66;5151.25;-2.98;0.07;-367863.18
742.5;46.41;-1.82;5103.69;-2.94;0.09;-353050.39
742.6;45.48;-2;5055.21;-2.9;0.11;-340987.85
742.7;44.56;-2.17;5005.66;-2.86;0.13;-331037.71
742.8;43.69;-2.36;4954.88;-2.82;0.14;-322449.78
742.9;42.89;-2.55;4902.76;-2.78;0.15;-314446.2
743;42.17;-2.75;4849.34;-2.74;0.15;-306970.91
743.1;41.56;-2.94;4794.88;-2.7;0.17;-299938.7
743.2;41.07;-3.14;4739.74;-2.66;0.18;-292892.32
743.3;40.73;-3.34;4684.31;-2.62;0.2;-285449.09
743.4;40.53;-3.53;4628.82;-2.59;0.22;-277435.74
743.5;40.5;-3.73;4573.22;-2.55;0.25;-268704.65
743.6;40.63;-3.92;4517.24;-2.52;0.28;-259183.58
743.7;40.91;-4.11;4460.54;-2.49;0.32;-248612.86
743.8;41.35;-4.3;4402.88;-2.46;0.37;-236872.14
743.9;41.93;-4.48;4344.22;-2.43;0.42;-224018.91
744;42.63;-4.66;4284.73;-2.4;0.48;-210163.87
744.1;43.43;-4.83;4224.7;-2.38;0.55;-195352.44
744.2;44.31;-4.99;4164.5;-2.36;0.62;-179657.66
744.3;45.23;-5.15;4104.49;-2.34;0.69;-163577.22
744.4;46.16;-5.28;4044.95;-2.32;0.76;-147548
744.5;47.07;-5.41;3985.94;-2.3;0.83;-131885.43
744.6;47.93;-5.51;3927.37;-2.29;0.89;-117040.82
744.7;48.7;-5.59;3869;-2.28;0.95;-103427.33
744.8;49.36;-5.66;3810.67;-2.27;1.01;-90832.41
744.9;49.87;-5.7;3752.39;-2.26;1.05;-79167.84
745;50.22;-5.72;3694.44;-2.26;1.1;-66381.18
745.1;50.38;-5.71;3637.25;-2.26;1.15;-52515.88
745.2;50.36;-5.69;3581.3;-2.26;1.2;-37401.6
745.3;50.15;-5.64;3526.98;-2.26;1.25;-21342.68
745.4;49.76;-5.58;3474.59;-2.27;1.29;-4999.4
745.5;49.19;-5.5;3424.22;-2.28;1.33;-12239.39
745.6;48.47;-5.4;3375.82;-2.29;1.37;-27992.58
745.7;47.63;-5.29;3329.26;-2.3;1.4;-42027.41
745.8;46.69;-5.15;3284.41;-2.32;1.41;-54123.42
745.9;45.68;-5.01;3241.3;-2.34;1.42;-64544.34
746;44.65;-4.84;3200.23;-2.36;1.43;-73923.77
746.1;43.62;-4.66;3161.62;-2.39;1.43;-81597.34
746.2;42.63;-4.46;3125.84;-2.41;1.43;-86006.57
746.3;41.72;-4.24;3093.13;-2.44;1.42;-88953.79
746.4;40.9;-4.01;3063.63;-2.47;1.41;-91404.48
746.5;40.2;-3.76;3037.28;-2.5;1.4;-93493.3
746.6;39.64;-3.5;3013.96;-2.54;1.4;-95216.11
746.7;39.22;-3.24;2993.53;-2.57;1.39;-96264.27
746.8;38.94;-2.97;2975.87;-2.61;1.39;-96028.88
746.9;38.81;-2.69;2961.06;-2.65;1.39;-94849.89
747;38.8;-2.43;2949.37;-2.69;1.38;-94119.47
747.1;38.9;-2.16;2941.15;-2.73;1.38;-91855.69
747.2;39.09;-1.91;2936.65;-2.77;1.38;-87763.68
747.3;39.35;-1.67;2935.98;-2.82;1.37;-83513.16
747.4;39.64;-1.44;2939.09;-2.86;1.37;-79757.93
747.5;39.94;-1.23;2945.8;-2.91;1.37;-76135.9
747.6;40.23;-1.03;2955.86;-2.96;1.36;-70710.8
747.7;40.47;-0.84;2969.07;-3.01;1.35;-63481.73
747.8;40.66;-0.66;2985.34;-3.06;1.33;-54594.05
747.9;40.78;-0.49;3004.69;-3.11;1.3;-44094.94
748;40.81;-0.32;3027.21;-3.16;1.26;-31963.4
748.1;40.76;-0.15;3053.07;-3.22;1.22;-18104.92
748.2;40.61;0.01;3082.41;-3.27;1.17;-2933.04
748.3;40.38;0.18;3115.22;-3.33;1.11;-16027.35
748.4;40.08;0.36;3151.3;-3.38;1.03;-37463.77
748.5;39.72;0.54;3190.41;-3.44;0.96;-58554.25
748.6;39.32;0.72;3232.35;-3.5;0.88;-79845.31
748.7;38.9;0.91;3276.98;-3.55;0.8;-102301.74
748.8;38.47;1.09;3324.24;-3.61;0.71;-126588.2
748.9;38.05;1.28;3374.14;-3.67;0.61;-152651.23
749;37.66;1.47;3426.83;-3.72;0.52;-179807.82
749.1;37.32;1.66;3482.47;-3.78;0.42;-207508.32
749.2;37.04;1.85;3541.17;-3.83;0.32;-235558.49
749.3;36.81;2.03;3602.94;-3.89;0.23;-263766.92
749.4;36.66;2.22;3667.58;-3.94;0.13;-291999.11
749.5;36.57;2.4;3734.8;-3.99;0.04;-320119.91
749.6;36.55;2.59;3804.29;-4.04;-0.06;-348036.45
749.7;36.58;2.78;3875.77;-4.08;-0.15;-376290.56
749.8;36.67;2.97;3949.05;-4.13;-0.24;-404784.81
749.9;36.79;3.16;4024.07;-4.17;-0.33;-433194.71
750;36.94;3.36;4100.84;-4.21;-0.42;-461426.9
750.1;37.1;3.55;4179.36;-4.25;-0.51;-489367.9
750.2;37.26;3.75;4259.64;-4.29;-0.6;-516883.74
750.3;37.41;3.95;4341.62;-4.32;-0.68;-543818.7
750.4;37.54;4.15;4425.13;-4.35;-0.76;-570110.43
750.5;37.65;4.35;4509.92;-4.38;-0.84;-595292.94
750.6;37.71;4.54;4595.66;-4.41;-0.92;-619659.98
750.7;37.74;4.73;4682.03;-4.43;-1;-643162.79
750.8;37.72;4.91;4768.83;-4.45;-1.07;-665958.86
750.9;37.67;5.1;4855.92;-4.46;-1.15;-689008.87
751;37.57;5.28;4943.3;-4.48;-1.22;-710520.71
751.1;37.45;5.45;5031.05;-4.49;-1.29;-729218.19
751.2;37.29;5.62;5119.18;-4.49;-1.35;-746163.24
751.3;37.12;5.79;5207.59;-4.5;-1.4;-761913.98
751.4;36.93;5.96;5296.06;-4.5;-1.45;-777264.42
751.5;36.74;6.12;5384.32;-4.49;-1.5;-791164.21
751.6;36.55;6.27;5472.08;-4.48;-1.55;-803320.79
751.7;36.38;6.41;5559.08;-4.47;-1.58;-813711.85
751.8;36.23;6.54;5645.14;-4.46;-1.62;-822484.66
751.9;36.11;6.65;5730.14;-4.44;-1.64;-829933.4
752;36.03;6.74;5814.07;-4.42;-1.67;-835863.33
752.1;36;6.8;5896.95;-4.4;-1.68;-840198.19
752.2;36.04;6.84;5978.8;-4.37;-1.69;-842900.25
752.3;36.15;6.84;6059.55;-4.34;-1.69;-843946.3
752.4;36.33;6.82;6139.01;-4.31;-1.69;-843363.11
752.5;36.6;6.76;6216.91;-4.27;-1.68;-841234.18
752.6;36.97;6.66;6292.93;-4.23;-1.67;-837592.37
752.7;37.44;6.54;6366.85;-4.19;-1.64;-832442.43
752.8;38.02;6.39;6438.52;-4.14;-1.62;-825918.03
752.9;38.71;6.22;6507.93;-4.09;-1.58;-818210.21
753;39.5;6.02;6575.07;-4.04;-1.54;-809457.33
753.1;40.4;5.82;6639.97;-3.99;-1.5;-799803.96
753.2;41.4;5.6;6702.64;-3.94;-1.45;-789399.97
753.3;42.48;5.38;6763.04;-3.88;-1.39;-778395.1
753.4;43.63;5.15;6821.05;-3.82;-1.34;-766902.85
753.5;44.84;4.93;6876.51;-3.76;-1.28;-755139.05
753.6;46.08;4.7;6929.17;-3.7;-1.22;-743294.13
753.7;47.32;4.46;6978.88;-3.63;-1.16;-731464.43
753.8;48.54;4.23;7025.6;-3.57;-1.1;-719822.8
753.9;49.71;3.99;7069.39;-3.5;-1.04;-708540
754;50.8;3.74;7110.38;-3.43;-0.99;-697704.73
754.1;51.78;3.47;7148.7;-3.36;-0.94;-687405.07
754.2;52.64;3.2;7184.44;-3.29;-0.89;-677777.86
754.3;53.34;2.9;7217.63;-3.22;-0.85;-668961.83
754.4;53.87;2.59;7248.18;-3.15;-0.82;-661025.92
754.5;54.22;2.25;7275.94;-3.08;-0.8;-654499.08
754.6;54.38;1.9;7300.72;-3.01;-0.78;-648648.66
754.7;54.36;1.53;7322.33;-2.94;-0.76;-641821.62
754.8;54.17;1.14;7340.69;-2.86;-0.75;-633955.53
754.9;53.82;0.74;7355.83;-2.79;-0.73;-625040.75
755;53.34;0.33;7367.86;-2.72;-0.72;-615259.47
755.1;52.75;-0.08;7376.97;-2.64;-0.7;-604297.2
755.2;52.09;-0.5;7383.33;-2.57;-0.68;-592350.62
755.3;51.39;-0.91;7387.01;-2.49;-0.66;-579808.72
755.4;50.69;-1.31;7387.99;-2.42;-0.64;-566837.15
755.5;50.02;-1.69;7386.2;-2.35;-0.61;-553183.14
755.6;49.41;-2.05;7381.48;-2.27;-0.58;-539159.88
755.7;48.9;-2.39;7373.68;-2.2;-0.55;-524853.94
755.8;48.51;-2.7;7362.68;-2.13;-0.52;-510371.34
755.9;48.24;-2.99;7348.48;-2.05;-0.48;-495809.75
756;48.12;-3.23;7331.17;-1.98;-0.44;-481235.57
756.1;48.14;-3.45;7310.88;-1.91;-0.39;-466686.52
756.2;48.3;-3.63;7287.73;-1.84;-0.35;-452387.87
756.3;48.57;-3.79;7261.74;-1.77;-0.29;-437788.68
756.4;48.94;-3.91;7232.87;-1.7;-0.24;-422766.69
756.5;49.38;-4.01;7201.05;-1.64;-0.18;-407221.02
756.6;49.86;-4.09;7166.15;-1.57;-0.12;-391089.39
756.7;50.35;-4.15;7128.05;-1.51;-0.06;-374555.46
756.8;50.81;-4.2;7086.59;-1.45;0.01;-357882.47
756.9;51.21;-4.25;7041.75;-1.39;0.08;-339777.5
757;51.52;-4.29;6993.67;-1.33;0.15;-319980.3
757.1;51.73;-4.33;6942.53;-1.27;0.22;-298975.99
757.2;51.81;-4.38;6888.4;-1.22;0.3;-276820.81
757.3;51.76;-4.43;6831.36;-1.17;0.37;-253548.71
757.4;51.58;-4.49;6771.39;-1.13;0.44;-229378.68
757.5;51.27;-4.56;6708.48;-1.08;0.52;-204489.61
757.6;50.84;-4.64;6642.6;-1.04;0.59;-179847.02
757.7;50.33;-4.72;6573.74;-1.01;0.65;-155249.77
757.8;49.74;-4.8;6502;-0.97;0.71;-130993.45
757.9;49.11;-4.88;6427.49;-0.94;0.77;-107512.03
758;48.48;-4.96;6350.43;-0.92;0.83;-85056.91
758.1;47.86;-5.03;6271.08;-0.89;0.88;-63093.4
758.2;47.29;-5.09;6189.87;-0.87;0.93;-40013.89
758.3;46.79;-5.15;6107.29;-0.86;1;-14770.28
758.4;46.38;-5.2;6023.67;-0.85;1.07;-11892.8
758.5;46.06;-5.23;5939.07;-0.84;1.13;-37424.52
758.6;45.85;-5.26;5853.5;-0.83;1.2;-62502.56
758.7;45.74;-5.28;5767.01;-0.83;1.27;-86521.1
758.8;45.71;-5.29;5679.8;-0.83;1.34;-109197.08
758.9;45.75;-5.29;5592.14;-0.84;1.4;-130100.6
759;45.84;-5.29;5504.4;-0.84;1.46;-148724.88
759.1;45.96;-5.27;5417.03;-0.85;1.51;-164700.73
759.2;46.06;-5.24;5330.58;-0.87;1.55;-177427.53
759.3;46.13;-5.2;5245.69;-0.89;1.58;-187626.73
759.4;46.14;-5.14;5162.7;-0.91;1.59;-191042.53
759.5;46.06;-5.07;5081.74;-0.93;1.58;-190519.11
759.6;45.87;-4.97;5002.8;-0.95;1.56;-187427.68
759.7;45.57;-4.85;4925.79;-0.98;1.54;-182930.66
759.8;45.14;-4.7;4850.64;-1.01;1.51;-177821.37
759.9;44.6;-4.53;4777.49;-1.05;1.48;-173189.58
760;43.95;-4.34;4706.74;-1.08;1.46;-169791.53
760.1;43.2;-4.13;4638.91;-1.12;1.43;-167411.86
760.2;42.39;-3.9;4574.54;-1.16;1.41;-165900.44
760.3;41.55;-3.66;4514.07;-1.2;1.38;-164106.73
760.4;40.7;-3.42;4457.68;-1.24;1.36;-160846.46
760.5;39.89;-3.17;4405.38;-1.28;1.33;-156080.6
760.6;39.14;-2.93;4356.98;-1.32;1.3;-150684.79
760.7;38.48;-2.7;4312.25;-1.37;1.27;-145457.51
760.8;37.95;-2.48;4271.04;-1.42;1.25;-141568.97
760.9;37.56;-2.27;4233.38;-1.46;1.24;-139196.35
761;37.33;-2.08;4199.53;-1.51;1.24;-138078.91
761.1;37.26;-1.89;4169.87;-1.56;1.24;-137989.71
761.2;37.36;-1.72;4144.79;-1.6;1.26;-138885.73
761.3;37.61;-1.55;4124.59;-1.65;1.28;-140520.96
761.4;38;-1.38;4109.37;-1.7;1.3;-142123.68
761.5;38.5;-1.21;4098.97;-1.75;1.32;-141883.86
761.6;39.09;-1.03;4093.01;-1.81;1.32;-137328.43
761.7;39.72;-0.84;4091.09;-1.86;1.32;-128234.49
761.8;40.38;-0.65;4092.9;-1.91;1.29;-114697.19
761.9;41.02;-0.44;4098.35;-1.96;1.26;-96983.45
762;41.63;-0.22;4107.5;-2.02;1.2;-75204.57
762.1;42.16;0.01;4120.55;-2.07;1.14;-50366.42
762.2;42.6;0.24;4137.68;-2.13;1.07;-22908.31
762.3;42.93;0.47;4158.99;-2.19;0.98;-6809.62
762.4;43.15;0.71;4184.38;-2.25;0.89;-37337.44
762.5;43.26;0.93;4213.58;-2.3;0.79;-69093.81
762.6;43.26;1.15;4246.13;-2.36;0.69;-101478.03
762.7;43.16;1.35;4281.56;-2.42;0.59;-134176.63
762.8;42.98;1.55;4319.46;-2.48;0.48;-167091.31
762.9;42.75;1.73;4359.61;-2.54;0.37;-200262.67
763;42.48;1.91;4401.98;-2.6;0.25;-233771.89
763.1;42.21;2.08;4446.68;-2.65;0.14;-267242.56
763.2;41.96;2.24;4493.75;-2.71;0.02;-301893.64
763.3;41.75;2.4;4543.15;-2.77;-0.1;-337111.69
763.4;41.6;2.56;4594.64;-2.82;-0.22;-372418.86
763.5;41.52;2.73;4647.87;-2.88;-0.34;-407826.13
763.6;41.53;2.9;4702.39;-2.93;-0.45;-442993.81
763.7;41.63;3.08;4757.79;-2.98;-0.56;-476163.17
763.8;41.82;3.27;4813.8;-3.03;-0.66;-507027.3
763.9;42.09;3.46;4870.3;-3.07;-0.75;-535842.19
764;42.43;3.65;4927.32;-3.12;-0.83;-562788.05
764.1;42.82;3.85;4984.97;-3.16;-0.91;-587666.69
764.2;43.25;4.05;5043.36;-3.2;-0.97;-610279.98
764.3;43.7;4.24;5102.46;-3.23;-1.03;-630748.86
764.4;44.14;4.43;5162.1;-3.27;-1.08;-648934.37
764.5;44.56;4.61;5221.96;-3.3;-1.13;-665113.02
764.6;44.94;4.77;5281.68;-3.32;-1.17;-678942.49
764.7;45.27;4.93;5340.97;-3.35;-1.2;-690313.09
764.8;45.53;5.07;5399.71;-3.37;-1.22;-699084.08
764.9;45.72;5.2;5457.93;-3.39;-1.24;-705721.13
765;45.83;5.31;5515.76;-3.41;-1.25;-711470.87
765.1;45.87;5.42;5573.39;-3.42;-1.26;-715286.11
765.2;45.84;5.5;5630.97;-3.43;-1.27;-717603.98
765.3;45.74;5.58;5688.53;-3.43;-1.27;-719060.22
765.4;45.59;5.64;5745.93;-3.44;-1.28;-720515.83
765.5;45.4;5.68;5802.95;-3.44;-1.29;-721955.13
765.6;45.18;5.71;5859.3;-3.44;-1.3;-723086.55
765.7;44.95;5.72;5914.73;-3.43;-1.31;-724196.84
765.8;44.71;5.71;5969.07;-3.42;-1.31;-725240.39
765.9;44.48;5.68;6022.31;-3.41;-1.32;-726492.88
766;44.26;5.64;6074.58;-3.39;-1.33;-727618.31
766.1;44.08;5.57;6126.03;-3.38;-1.33;-728039.88
766.2;43.93;5.48;6176.8;-3.36;-1.33;-727662.56
766.3;43.81;5.37;6226.89;-3.33;-1.33;-726483.53
766.4;43.74;5.24;6276.17;-3.31;-1.32;-724622.64
766.5;43.71;5.09;6324.37;-3.28;-1.31;-722245.4
766.6;43.73;4.92;6371.18;-3.25;-1.3;-719311.1
766.7;43.79;4.74;6416.3;-3.21;-1.28;-715842.09
766.8;43.9;4.53;6459.52;-3.18;-1.27;-711891.22
766.9;44.06;4.32;6500.74;-3.14;-1.25;-707451.79
767;44.26;4.09;6540.01;-3.1;-1.23;-702510.25
767.1;44.51;3.84;6577.4;-3.06;-1.2;-696957.72
767.2;44.81;3.59;6613.02;-3.01;-1.18;-690824.27
767.3;45.15;3.32;6646.88;-2.97;-1.15;-684194.83
767.4;45.53;3.04;6678.84;-2.92;-1.12;-677137.59
767.5;45.96;2.75;6708.65;-2.87;-1.09;-669699.26
767.6;46.42;2.46;6735.97;-2.82;-1.05;-661990.96
767.7;46.91;2.15;6760.5;-2.77;-1.02;-654127.71
767.8;47.42;1.84;6782.02;-2.72;-0.98;-646490.46
767.9;47.95;1.53;6800.44;-2.67;-0.95;-638884.93
768;48.47;1.22;6815.77;-2.61;-0.92;-631124.16
768.1;48.98;0.9;6828.08;-2.56;-0.88;-622834.39
768.2;49.47;0.59;6837.45;-2.5;-0.84;-613503.18
768.3;49.9;0.29;6843.89;-2.45;-0.79;-601860.78
768.4;50.28;-0.01;6847.32;-2.39;-0.74;-588076.75
768.5;50.59;-0.3;6847.52;-2.34;-0.68;-572470.57
768.6;50.81;-0.57;6844.23;-2.28;-0.62;-555385.63
768.7;50.94;-0.84;6837.25;-2.23;-0.56;-536533.32
768.8;50.98;-1.09;6826.46;-2.17;-0.5;-516439.6
768.9;50.92;-1.34;6811.93;-2.12;-0.43;-495478.3
769;50.78;-1.57;6793.83;-2.07;-0.37;-474038.98
769.1;50.56;-1.79;6772.38;-2.01;-0.31;-452602.44
769.2;50.28;-2.01;6747.8;-1.96;-0.25;-431607.09
769.3;49.97;-2.23;6720.19;-1.91;-0.19;-411449.33
769.4;49.65;-2.44;6689.57;-1.86;-0.14;-392663.76
769.5;49.35;-2.64;6655.8;-1.81;-0.09;-375003.77
769.6;49.1;-2.85;6618.76;-1.77;-0.04;-358222.96
769.7;48.94;-3.06;6578.36;-1.72;0.01;-341924.97
769.8;48.89;-3.26;6534.62;-1.68;0.06;-325884.33
769.9;48.98;-3.46;6487.72;-1.64;0.12;-309925.43
770;49.23;-3.66;6437.91;-1.59;0.17;-293935.34
770.1;49.64;-3.86;6385.46;-1.56;0.24;-277450.68
770.2;50.23;-4.04;6330.54;-1.52;0.31;-261141.77
770.3;50.99;-4.22;6273.26;-1.48;0.38;-243853.28
770.4;51.9;-4.38;6213.61;-1.45;0.47;-225220.91
770.5;52.95;-4.53;6151.49;-1.42;0.56;-204884.06
770.6;54.09;-4.67;6086.81;-1.4;0.66;-182567.98
770.7;55.29;-4.78;6019.51;-1.37;0.77;-158174.65
770.8;56.51;-4.88;5949.66;-1.35;0.89;-132416.71
770.9;57.7;-4.97;5877.43;-1.34;1.01;-105882.72
771;58.81;-5.03;5803.08;-1.32;1.13;-78950.82
771.1;59.78;-5.07;5726.93;-1.31;1.25;-52152.51
771.2;60.57;-5.1;5649.31;-1.31;1.36;-26085.08
771.3;61.15;-5.11;5570.54;-1.3;1.46;-2573.23
771.4;61.48;-5.11;5490.9;-1.31;1.54;-20563.35
771.5;61.54;-5.09;5410.56;-1.31;1.59;-38375.86
771.6;61.32;-5.05;5329.72;-1.32;1.63;-53237.31
771.7;60.81;-5.01;5248.52;-1.34;1.65;-64902.88
771.8;60.04;-4.95;5167;-1.36;1.65;-73550.74
771.9;59.02;-4.88;5085.22;-1.38;1.65;-81821.69
772;57.79;-4.8;5003.43;-1.4;1.64;-90479.97
772.1;56.39;-4.71;4921.98;-1.43;1.64;-100233.46
772.2;54.86;-4.61;4841.32;-1.47;1.63;-110161.79
772.3;53.26;-4.5;4761.87;-1.5;1.62;-118417.23
772.4;51.64;-4.38;4684;-1.54;1.59;-123306.93
772.5;50.06;-4.25;4608;-1.58;1.56;-123539.9
772.6;48.56;-4.11;4534.21;-1.62;1.52;-121661.24
772.7;47.18;-3.96;4462.81;-1.67;1.47;-115745.8
772.8;45.95;-3.8;4393.71;-1.72;1.41;-106064.98
772.9;44.91;-3.64;4326.77;-1.77;1.35;-93454.9
773;44.06;-3.47;4261.98;-1.82;1.29;-81227.59
773.1;43.41;-3.29;4199.5;-1.87;1.25;-70547.54
773.2;42.95;-3.11;4139.63;-1.93;1.21;-60943.86
773.3;42.67;-2.93;4082.71;-1.99;1.18;-51566.3
773.4;42.54;-2.75;4029.01;-2.04;1.15;-42125.35
773.5;42.55;-2.57;3978.71;-2.1;1.13;-32445.57
773.6;42.65;-2.4;3931.88;-2.16;1.11;-22244.38
773.7;42.81;-2.23;3888.51;-2.23;1.08;-11446.25
773.8;43.01;-2.07;3848.5;-2.29;1.06;-1827.11
773.9;43.2;-1.91;3811.67;-2.35;1.03;-13306.23
774;43.38;-1.77;3777.8;-2.42;1;-27714.24
774.1;43.51;-1.63;3746.75;-2.48;0.96;-42870.83
774.2;43.58;-1.5;3718.57;-2.55;0.92;-58857.33
774.3;43.59;-1.38;3693.47;-2.62;0.87;-77108.36
774.4;43.55;-1.26;3671.68;-2.68;0.82;-97397.5
774.5;43.45;-1.15;3653.27;-2.75;0.75;-119158.28
774.6;43.31;-1.04;3638.15;-2.82;0.69;-141852.11
774.7;43.15;-0.93;3626.16;-2.89;0.62;-164973.67
774.8;42.98;-0.82;3617.07;-2.96;0.55;-187947.5
774.9;42.83;-0.71;3610.64;-3.03;0.48;-209216.77
775;42.71;-0.6;3606.69;-3.1;0.42;-229550.11
